Country Pair,Cooperation Intensity Index
"('Amlan', 'Australia')",0.0011723329425556857
"('Amr', 'Egypt')",0.047619047619047616
"('Amr', 'Saudi Arabia')",0.05263157894736842
"('Amr', 'UK')",0.0006901311249137336
"('Ana', 'Francisco')",0.3333333333333333
"('Ana', 'Spain')",0.001869158878504673
"('Anastasia', 'Belgium')",0.0016025641025641025
"('Anastasia', 'France')",0.0005621135469364812
"('Anastasia', 'Germany')",0.000778816199376947
"('Andranik', 'Germany')",0.002336448598130841
"('Andranik', 'Maria')",0.06666666666666667
"('Andre', 'Australia')",0.00039077764751856197
"('Andre', 'Germany')",0.000778816199376947
"('Andre', 'Italy')",0.0015220700152207
"('Andre', 'Sen')",0.16666666666666666
"('Andre', 'USA')",0.00020707149143241705
"('Andrea', 'Australia')",0.00010657572205051689
"('Andrea', 'Belgium')",0.00043706293706293706
"('Andrea', 'Canada')",8.8261253309797e-05
"('Andrea', 'Huong')",0.09090909090909091
"('Andrea', 'Ilaria')",0.09090909090909091
"('Andrea', 'Italy')",0.0037359900373599006
"('Andrea', 'Maria')",0.006060606060606061
"('Andrea', 'Patricia')",0.030303030303030304
"('Andrea', 'Spain')",0.006117247238742566
"('Andrea', 'UK')",0.000564652738565782
"('Andreas', 'Anne')",0.02857142857142857
"('Andreas', 'Catharina')",0.14285714285714285
"('Andreas', 'Denmark')",0.0044994375703037125
"('Andreas', 'Finland')",0.0008764241893076249
"('Andreas', 'France')",0.0002409058058299205
"('Andreas', 'Germany')",0.008344459279038718
"('Andreas', 'Gunter')",0.14285714285714285
"('Andreas', 'Karin')",0.07142857142857142
"('Andreas', 'Mandi')",0.14285714285714285
"('Andreas', 'Netherlands')",0.0003007518796992481
"('Andreas', 'Stefan')",0.02040816326530612
"('Andreas', 'Sweden')",0.004801920768307323
"('Andreas', 'Switzerland')",0.0008453085376162299
"('Andreas', 'UK')",9.859016070196194e-05
"('Andreas', 'USA')",2.2186231224901826e-05
"('Andreas', 'Wolfgang')",0.07142857142857142
"('Andres', 'Spain')",0.003738317757009346
"('Andres', 'USA')",0.00031060723714862557
"('Andrew', 'Australia')",0.0011723329425556857
"('Andriyawan', 'Australia')",0.0011723329425556857
"('Andriyawan', 'Malaysia')",0.021739130434782608
"('Angel', 'Maria del Mar')",1.0
"('Angel', 'Spain')",0.001869158878504673
"('Angeles', 'Spain')",0.001869158878504673
"('Angelica', 'France')",0.0016863406408094434
"('Angelica', 'Mexico')",0.021739130434782608
"('Angelica', 'USA')",0.00015530361857431278
"('Angelo', 'Australia')",0.0011723329425556857
"('Angelo', 'USA')",0.00015530361857431278
"('Anis', 'U Arab Emirates')",0.02702702702702703
"('Anis', 'UK')",0.0006901311249137336
"('Ann-Louise', 'Ase Marie')",1.0
"('Ann-Louise', 'Denmark')",0.007874015748031496
"('Ann-Louise', 'Italy')",0.0045662100456621
"('Ann-Louise', 'Laura')",0.16666666666666666
"('Ann-Louise', 'Paul Maurice')",1.0
"('Ann-Louise', 'Sweden')",0.008403361344537815
"('Anna', 'Finland')",0.0035056967572304996
"('Anna', 'Johanna')",0.03571428571428571
"('Anna', 'Slovakia')",0.07142857142857142
"('Anna', 'UK')",0.00039436064280784776
"('Anna', 'USA')",2.2186231224901826e-05
"('Anna Clare', 'Australia')",0.0011723329425556857
"('Anna Clare', 'Jagjit')",1.0
"('Anna Katharina', 'Austria')",0.008620689655172414
"('Anna Katharina', 'Germany')",0.0011682242990654205
"('Anna Katharina', 'USA')",7.765180928715639e-05
"('Anna Lena', 'Germany')",0.002336448598130841
"('Anna-Lena', 'Germany')",0.002336448598130841
"('Anna-Maija', 'Finland')",0.024539877300613498
"('Anna-Maija', 'Lithuania')",0.025
"('Anna-Maija', 'Meri')",0.125
"('Anna-Maija', 'Raminta')",0.25
"('Anna-Maija', 'Sanja')",0.25
"('Anna-Maija', 'Teppo')",0.25
"('Anna-Maija', 'Tuomas')",0.25
"('Anna-Maija', 'Tuomo')",0.25
"('Anna-Maija', 'USA')",3.8825904643578196e-05
"('Anne', 'Belgium')",0.0038461538461538464
"('Anne', 'Denmark')",0.0015748031496062992
"('Anne', 'Finland')",0.001226993865030675
"('Anne', 'Germany')",0.00046728971962616824
"('Anne', 'Joona')",0.1
"('Anne', 'Maiju')",0.06666666666666667
"('Anne', 'Mari')",0.03333333333333333
"('Anne', 'Netherlands')",0.0016842105263157896
"('Anne', 'Peoples R China')",0.0008048289738430583
"('Anne', 'Stefan')",0.02857142857142857
"('Anne', 'Switzerland')",0.001183431952662722
"('Anne', 'UK')",0.00013802622498274673
"('Anne', 'USA')",3.106072371486256e-05
"('Anne Leonore', 'Chris Reinders')",1.0
"('Anne Leonore', 'Elke Hindina')",1.0
"('Anne Leonore', 'Emmeke Barbara')",1.0
"('Anne Leonore', 'Gabriela')",1.0
"('Anne Leonore', 'Malouke Esra')",1.0
"('Anne Leonore', 'Megan')",0.5
"('Anne Leonore', 'Monique')",0.5
"('Anne Leonore', 'Netherlands')",0.002105263157894737
"('Anne Leonore', 'USA')",0.00015530361857431278
"('Anneli', 'South Africa')",0.023809523809523808
"('Anni-Kaisa', 'Finland')",0.006134969325153374
"('Anni-Kaisa', 'Heli')",1.0
"('Anni-Kaisa', 'Katrina')",1.0
"('Annika', 'UK')",0.0006901311249137336
"('Ans', 'Francesca')",0.3333333333333333
"('Ans', 'Marlene')",0.16666666666666666
"('Ans', 'Netherlands')",0.00631578947368421
"('Ans', 'Willemijn')",0.16666666666666666
"('Anthony', 'Cass')",0.3333333333333333
"('Anthony', 'Laura')",0.05555555555555555
"('Anthony', 'Nicholas')",0.1111111111111111
"('Anthony', 'UK')",0.00023004370830457787
"('Anthony', 'USA')",0.00020707149143241705
"('Antje', 'Canada')",0.000970873786407767
"('Antoinette', 'France')",0.0008431703204047217
"('Antoinette', 'Germany')",0.0011682242990654205
"('Antoinette', 'Isabelle')",0.25
"('Antoinette', 'Netherlands')",0.0010526315789473684
"('Antoinette', 'Simon')",0.25
"('Antoinette', 'Switzerland')",0.0029585798816568047
"('Antoinette', 'Thorsten')",0.25
"('Antoinette', 'Ulrich')",0.5
"('Antonio', 'Juan')",0.125
"('Antonio', 'Maria')",0.06666666666666667
"('Antonio', 'Spain')",0.001869158878504673
"('Anu', 'Finland')",0.006134969325153374
"('Anusorn', 'Mahesh')",0.5
"('Anusorn', 'USA')",0.00015530361857431278
"('Argentina', 'Brazil')",0.0011737089201877935
"('Argentina', 'Canada')",8.090614886731392e-05
"('Argentina', 'Colombia')",0.0196078431372549
"('Argentina', 'France')",0.0012647554806070826
"('Argentina', 'Mexico')",0.0018115942028985507
"('Argentina', 'Spain')",0.0006230529595015577
"('Argentina', 'UK')",5.7510927076144466e-05
"('Argentina', 'USA')",1.2941968214526066e-05
"('Ariane Berthoin', 'France')",0.0016863406408094434
"('Ariane Berthoin', 'Germany')",0.002336448598130841
"('Aric Xu', 'Peoples R China')",0.002012072434607646
"('Arifur', 'Australia')",0.0023446658851113715
"('Arifur', 'Mohammad Badrul')",0.5
"('Arifur', 'UK')",0.0003450655624568668
"('Arman', 'UK')",0.0006901311249137336
"('Armand', 'Blanche')",1.0
"('Armand', 'France')",0.0016863406408094434
"('Armenia', 'France')",0.0016863406408094434
"('Armenia', 'Germany')",0.002336448598130841
"('Armenia', 'Pakistan')",0.02127659574468085
"('Armenia', 'Spain')",0.001869158878504673
"('Armenio', 'Brazil')",0.002347417840375587
"('Armenio', 'Miguel')",0.041666666666666664
"('Armenio', 'Portugal')",0.013157894736842105
"('Armenio', 'Spain')",0.00031152647975077883
"('Armenio', 'Susana')",0.08333333333333333
"('Armin Pircher', 'Germany')",0.004672897196261682
"('Armin Pircher', 'Maxim')",1.0
"('Armin Pircher', 'Netherlands')",0.0010526315789473684
"('Arnaldo', 'Italy')",0.0045662100456621
"('Arne', 'Harald')",0.16666666666666666
"('Arne', 'Norway')",0.018691588785046728
"('Arsalan Mujahid', 'France')",0.0016863406408094434
"('Arsalan Mujahid', 'Malaysia')",0.021739130434782608
"('Arsalan Mujahid', 'Muhammad')",0.25
"('Arsalan Mujahid', 'UK')",0.0006901311249137336
"('Arthur', 'France')",0.003372681281618887
"('Arthur', 'Susan')",0.5
"('Arthur', 'Switzerland')",0.0029585798816568047
"('Ase Marie', 'Denmark')",0.007874015748031496
"('Ase Marie', 'Italy')",0.0045662100456621
"('Ase Marie', 'Laura')",0.16666666666666666
"('Ase Marie', 'Paul Maurice')",1.0
"('Ase Marie', 'Sweden')",0.008403361344537815
"('Asghar', 'Singapore')",0.0058823529411764705
"('Asghar', 'USA')",0.00031060723714862557
"('Asma', 'Canada')",0.000970873786407767
"('Asma', 'Dave')",0.5
"('Ataur Rahman', 'Omneya')",1.0
"('Ataur Rahman', 'UK')",0.0006901311249137336
"('Audrey', 'Kevin')",0.16666666666666666
"('Audrey', 'Singapore')",0.011764705882352941
"('Audrey', 'Taiwan')",0.004739336492890996
"('Audur Arna', 'Denmark')",0.007874015748031496
"('Audur Arna', 'Iceland')",0.2
"('Audur Arna', 'Throstur Olaf')",0.3333333333333333
"('Audur Arna', 'USA')",0.00015530361857431278
"('Auke', 'Emiel')",1.0
"('Auke', 'Netherlands')",0.002105263157894737
"('Auke', 'UK')",0.0006901311249137336
"('Aurelien', 'France')",0.0016863406408094434
"('Aurelien', 'Valentina')",1.0
"('Australia', 'Austria')",0.00018191373246553746
"('Australia', 'Bangladesh')",0.00039077764751856197
"('Australia', 'Belgium')",5.072594462981333e-05
"('Australia', 'Bin')",0.0011723329425556857
"('Australia', 'Brazil')",0.00014860558426762214
"('Australia', 'Bryan')",0.0005861664712778429
"('Australia', 'Canada')",0.0012394859946049921
"('Australia', 'Carl')",0.0011723329425556857
"('Australia', 'Carmel')",0.0011723329425556857
"('Australia', 'Carolin')",0.0023446658851113715
"('Australia', 'Catherine')",0.00029308323563892143
"('Australia', 'Chaminda')",0.0011723329425556857
"('Australia', 'Chris')",0.00023446658851113716
"('Australia', 'Christine')",0.0011723329425556857
"('Australia', 'Christofer')",0.0011723329425556857
"('Australia', 'Christopher')",0.00023446658851113716
"('Australia', 'Clinton')",0.0005861664712778429
"('Australia', 'Colombia')",0.0006206468519412454
"('Australia', 'Cornelia')",0.0011723329425556857
"('Australia', 'Craig')",0.0011723329425556857
"('Australia', 'Cristina')",0.00039077764751856197
"('Australia', 'Croatia')",0.0007815552950371239
"('Australia', 'Dan')",0.00023446658851113716
"('Australia', 'Daniel')",0.00013025921583952066
"('Australia', 'Daniella')",0.0011723329425556857
"('Australia', 'David')",0.0006468043820996888
"('Australia', 'Deanna')",0.0011723329425556857
"('Australia', 'Debbie')",0.0011723329425556857
"('Australia', 'Deborah')",0.0011723329425556857
"('Australia', 'Denmark')",0.0005907819553036527
"('Australia', 'Dessalegn')",0.0011723329425556857
"('Australia', 'Dewi')",0.0011723329425556857
"('Australia', 'Dimitria')",0.0011723329425556857
"('Australia', 'Don')",0.0015631105900742479
"('Australia', 'Dong')",0.0011723329425556857
"('Australia', 'Eduardo')",0.0023446658851113715
"('Australia', 'Edward')",0.0005861664712778429
"('Australia', 'Elias')",0.0011723329425556857
"('Australia', 'Elizabeth')",0.0005861664712778429
"('Australia', 'Elizabeth Prior')",0.0035169988276670576
"('Australia', 'Elka')",0.0011723329425556857
"('Australia', 'Emma')",0.0005861664712778429
"('Australia', 'Erik')",0.00039077764751856197
"('Australia', 'Estonia')",0.0003607178284786726
"('Australia', 'Fang')",0.0011723329425556857
"('Australia', 'Fara')",0.0011723329425556857
"('Australia', 'Felix')",0.00023446658851113716
"('Australia', 'Fidel')",0.0011723329425556857
"('Australia', 'Finland')",0.00017980566603614814
"('Australia', 'France')",0.00028468118672515813
"('Australia', 'Francesco')",0.00029308323563892143
"('Australia', 'Gabriel')",0.0011723329425556857
"('Australia', 'Gary')",0.00016747613465081226
"('Australia', 'Gavin')",0.0005861664712778429
"('Australia', 'Geoff')",0.0011723329425556857
"('Australia', 'Gerdien')",0.0011723329425556857
"('Australia', 'Gergely')",0.0011723329425556857
"('Australia', 'Germany')",0.0007915986457911056
"('Australia', 'Ghana')",0.00023446658851113716
"('Australia', 'Gina')",0.0011723329425556857
"('Australia', 'Gladys')",0.0011723329425556857
"('Australia', 'Graham')",0.0015631105900742479
"('Australia', 'Grant')",0.0011723329425556857
"('Australia', 'Greg')",0.0023446658851113715
"('Australia', 'Hannah')",0.0011723329425556857
"('Australia', 'Hannes')",0.0011723329425556857
"('Australia', 'Haozhi')",0.0011723329425556857
"('Australia', 'Harald')",0.00039077764751856197
"('Australia', 'Hari')",0.0011723329425556857
"('Australia', 'Heather')",0.0011723329425556857
"('Australia', 'Helena')",0.0011723329425556857
"('Australia', 'Hermann')",0.0011723329425556857
"('Australia', 'Ho Fai')",0.0005861664712778429
"('Australia', 'Hong Kong')",0.0005861664712778429
"('Australia', 'Hungary')",0.00013025921583952066
"('Australia', 'Huong')",0.0011723329425556857
"('Australia', 'Hwee Ping')",0.0011723329425556857
"('Australia', 'Ian')",0.00039077764751856197
"('Australia', 'India')",0.00034593431091807124
"('Australia', 'Indonesia')",0.0037514654161781946
"('Australia', 'Israel')",8.22689784249604e-05
"('Australia', 'Italy')",0.00013382796147895956
"('Australia', 'Jagjit')",0.0011723329425556857
"('Australia', 'Jane')",0.00029308323563892143
"('Australia', 'Jang')",0.0011723329425556857
"('Australia', 'Janice')",0.0011723329425556857
"('Australia', 'Japan')",0.0004396248534583822
"('Australia', 'Jeanette')",0.0023446658851113715
"('Australia', 'Jennifer')",0.0005210368633580826
"('Australia', 'Jenny')",0.00039077764751856197
"('Australia', 'Jeremy')",0.0005861664712778429
"('Australia', 'Jeroen')",0.00010657572205051689
"('Australia', 'Jessica')",0.0005861664712778429
"('Australia', 'Jiemiao')",0.0011723329425556857
"('Australia', 'Jillian')",0.0011723329425556857
"('Australia', 'Joanna')",0.0011723329425556857
"('Australia', 'Jodie')",0.0011723329425556857
"('Australia', 'John')",0.0004689331770222743
"('Australia', 'John Ehsman')",0.0011723329425556857
"('Australia', 'Juhyun')",0.0011723329425556857
"('Australia', 'Julie')",0.0011723329425556857
"('Australia', 'Jun')",0.0023446658851113715
"('Australia', 'Junzhao')",0.0011723329425556857
"('Australia', 'Justine')",0.0011723329425556857
"('Australia', 'Kanti')",0.0011723329425556857
"('Australia', 'Kate')",0.0035169988276670576
"('Australia', 'Kathleen')",0.0011723329425556857
"('Australia', 'Kathryn')",0.00039077764751856197
"('Australia', 'Kazakhstan')",0.0005861664712778429
"('Australia', 'Kohyar')",0.0011723329425556857
"('Australia', 'Kristin')",0.0023446658851113715
"('Australia', 'Kristina')",0.0011723329425556857
"('Australia', 'Krzysztof')",0.0023446658851113715
"('Australia', 'Kun Tracy')",0.0011723329425556857
"('Australia', 'Kuwait')",0.00013025921583952066
"('Australia', 'Lavanya')",0.0011723329425556857
"('Australia', 'Layla')",0.0023446658851113715
"('Australia', 'Leanne')",0.0011723329425556857
"('Australia', 'Lebanon')",0.00048095710463823006
"('Australia', 'Leon')",0.002637749120750293
"('Australia', 'Liesbeth')",0.0011723329425556857
"('Australia', 'Liming')",0.0011723329425556857
"('Australia', 'Linda Mary')",0.0011723329425556857
"('Australia', 'Lindi Renier')",0.0011723329425556857
"('Australia', 'Ling')",0.0011723329425556857
"('Australia', 'Lithuania')",0.0004689331770222743
"('Australia', 'Lonneke')",0.0011723329425556857
"('Australia', 'Louise')",0.0023446658851113715
"('Australia', 'Luke')",0.0011723329425556857
"('Australia', 'Lulamile')",0.0011723329425556857
"('Australia', 'Lynne')",0.0011723329425556857
"('Australia', 'Mahesh')",0.0005861664712778429
"('Australia', 'Malaysia')",0.003083745348896478
"('Australia', 'Maree')",0.0011723329425556857
"('Australia', 'Margaret')",0.0015631105900742479
"('Australia', 'Maria Cadiz')",0.0011723329425556857
"('Australia', 'Mario')",0.0009378663540445487
"('Australia', 'Marion')",0.0005861664712778429
"('Australia', 'Martin')",0.0011723329425556857
"('Australia', 'Max')",0.0011723329425556857
"('Australia', 'Mehrdokht')",0.0011723329425556857
"('Australia', 'Mexico')",0.00010194199500484225
"('Australia', 'Michael')",0.0005861664712778429
"('Australia', 'Michal')",0.0011723329425556857
"('Australia', 'Michelle')",0.00039077764751856197
"('Australia', 'Millicent')",0.0011723329425556857
"('Australia', 'Minzhi')",0.0011723329425556857
"('Australia', 'Mirjam')",0.0011723329425556857
"('Australia', 'Mohammad Badrul')",0.0011723329425556857
"('Australia', 'Mohammed')",0.0023446658851113715
"('Australia', 'Muhammad Aftab')",0.0011723329425556857
"('Australia', 'MuiChing Carina')",0.0011723329425556857
"('Australia', 'Mukesh')",0.0005861664712778429
"('Australia', 'Mulyadi')",0.0011723329425556857
"('Australia', 'Naomi')",0.0005861664712778429
"('Australia', 'Nathan')",0.0023446658851113715
"('Australia', 'Netherlands')",0.0004837415931387672
"('Australia', 'New Zealand')",0.005018548555460984
"('Australia', 'Nicholas')",0.00039077764751856197
"('Australia', 'Nick')",0.0007815552950371239
"('Australia', 'Nicola')",0.00029308323563892143
"('Australia', 'Nigeria')",7.327080890973036e-05
"('Australia', 'Nilupulee')",0.0011723329425556857
"('Australia', 'Nitika')",0.0011723329425556857
"('Australia', 'Nooraisah')",0.0011723329425556857
"('Australia', 'Nora')",0.0011723329425556857
"('Australia', 'Norway')",0.0001753021222513175
"('Australia', 'Oman')",0.0021101992966002345
"('Australia', 'Pakistan')",9.977301638771795e-05
"('Australia', 'Pat')",0.0011723329425556857
"('Australia', 'Patrick')",0.0011723329425556857
"('Australia', 'Paul')",0.00019538882375928098
"('Australia', 'Paula')",0.0005861664712778429
"('Australia', 'Paulina Man Kei')",0.0011723329425556857
"('Australia', 'Peipei')",0.0011723329425556857
"('Australia', 'Peoples R China')",0.0027173592551793762
"('Australia', 'Peter')",0.00016747613465081226
"('Australia', 'Petya')",0.0011723329425556857
"('Australia', 'Pornsit')",0.0005861664712778429
"('Australia', 'Portugal')",0.0006581518273996832
"('Australia', 'Prabashi')",0.0011723329425556857
"('Australia', 'Prakash')",0.0011723329425556857
"('Australia', 'Prithi')",0.0011723329425556857
"('Australia', 'Prue')",0.0011723329425556857
"('Australia', 'Puneet')",0.0011723329425556857
"('Australia', 'Radzi')",0.0011723329425556857
"('Australia', 'Rahat')",0.0011723329425556857
"('Australia', 'Rahul')",0.0011723329425556857
"('Australia', 'Ralph')",0.0005861664712778429
"('Australia', 'Renaud')",0.0011723329425556857
"('Australia', 'Rob')",0.0011723329425556857
"('Australia', 'Robert')",0.0003607178284786726
"('Australia', 'Roger')",0.0011723329425556857
"('Australia', 'Roman')",0.0011723329425556857
"('Australia', 'Ron')",0.0005861664712778429
