,Netherlands,United Kingdom,Malaysia,Russian,China,Philippines,Mexico,Australia,Singapore,Japan,Spain,Israel,Denmark,Kuwait,France,Canada,India,Brazil,New Zealand,Norway,USA,Germany,South Africa
Spain,7.300719914053485,7.141545156512303,9.313317449500627,8.145926590887985,9.130463375571775,9.364367044114806,9.113163060165247,9.77516997290732,9.341380037826339,9.285208483722016,5.589270582969858,8.17362681075416,7.637705348266017,8.478327199341994,6.960969926388265,8.64740515582979,8.893167145661321,8.95461396808583,9.882579494476435,7.779375788061125,8.714732206464046,7.53536557353745,8.995912602644472
Israel,8.100550445621892,8.177813251520192,8.944428532298371,7.880044040599836,8.87444544867756,9.083468583451703,9.432510649813382,9.550998122813581,8.98444867296085,9.124173583675638,8.17362681075416,4.012880136052269,8.052385957491955,7.171530854773436,8.096177497258166,9.096694068233784,8.311260922566408,9.237503102044636,9.700478681225633,8.179666599157416,9.15384589062545,7.955963001034171,8.775242003854563
Denmark,6.434504944889563,6.866509861497696,9.177151979734953,7.356511012033564,8.882996187635698,9.188666787530707,9.161446617441454,9.683615518967214,9.208185552018321,9.071369756419353,7.637705348266017,8.052385957491955,4.357739449261804,8.30585715620964,6.9349900234690764,8.685015980550402,8.67461685205059,9.18442730994027,9.811757058006522,6.1847977525462,8.782536245650213,5.866427546197734,9.124836294802854
Kuwait,8.376828907669932,8.445370820669112,8.758292646273663,8.023399366279671,8.736416107072897,8.93524396670756,9.515180401193339,9.455971570144175,8.806307238103349,9.02559303535595,8.478327199341994,7.171530854773436,8.30585715620964,3.9161522682756433,8.392813394899614,9.206073582161226,7.951023976610971,9.343895264324585,9.622705619274527,8.388247838247482,9.262922385608256,8.249331785313618,8.776826807978985
France,6.058929017852017,5.8375773742263855,9.25305497438372,7.821769822303512,9.014961781922702,9.282813580059534,9.127699032448369,9.73732021096371,9.282499159989873,9.182519845058312,6.960969926388265,8.096177497258166,6.9349900234690764,8.392813394899614,5.62829570624579,8.639979335073889,8.793950303217493,9.074840185405266,9.865987118853266,7.202579286988549,8.727316992425369,6.780134384897325,9.070251756249094
Canada,8.637392860216641,8.587614189311708,9.590406985084265,8.87761225737413,9.255210481810204,9.483680336323483,8.191253611113307,9.68800210296374,9.604786998961742,9.242867579673678,8.64740515582979,9.096694068233784,8.685015980550402,9.206073582161226,8.639979335073889,7.080023132913555,9.336961569099461,8.904667294249649,9.592673998294925,8.631288011738276,6.602645556741087,8.721762260155701,9.478490175581644
India,8.7583214048033,8.812938071895985,8.253860257940373,8.376062943337654,8.238804600475955,8.467314685217415,9.59380932877244,9.246079068400883,8.331835189284602,8.673805410596726,8.893167145661321,8.311260922566408,8.67461685205059,7.951023976610971,8.793950303217493,9.336961569099461,6.525002678007369,9.564620951711383,9.454152058279648,8.698126952333483,9.397633715596541,8.663121646925164,8.987290691255991
Brazil,9.11835950385806,9.08226015181986,9.706285224217682,9.323014378742235,9.737907471904157,9.843328228701795,8.830801018265433,9.55185700705637,9.713553292507324,9.780935663954613,8.95461396808583,9.237503102044636,9.18442730994027,9.343895264324585,9.074840185405266,8.904667294249649,9.564620951711383,7.000658929051603,9.398509796611739,9.20206673967804,8.823859320932865,9.169722002556263,8.974642088798813
New Zealand,9.845170703262994,9.859908636196893,9.097015894660325,9.72761455899322,9.309373612580632,9.050030882220758,9.324327768856502,7.782176801531302,9.061192822261512,9.166987260212926,9.882579494476435,9.700478681225633,9.811757058006522,9.622705619274527,9.865987118853266,9.592673998294925,9.454152058279648,9.398509796611739,5.272800564406748,9.797668042667684,9.562392045049268,9.819380680657481,9.352715418956837
Norway,6.820187201609055,7.053675610794474,9.186884521779817,7.408408741292371,8.858085075562473,9.179179371900899,9.127757791554894,9.679903279118198,9.21693458230237,9.038024788051708,7.779375788061125,8.179666599157416,6.1847977525462,8.388247838247482,7.202579286988549,8.631288011738276,8.698126952333483,9.20206673967804,9.797668042667684,5.366036293578895,8.738663343378418,6.731048410285267,9.176319778732577
USA,8.731796538780843,8.682935231109333,9.639348814621448,8.966298335632985,9.320024029375917,9.532012917150052,8.018927033003871,9.677963043991504,9.65273575166502,9.298240437298666,8.714732206464046,9.15384589062545,8.782536245650213,9.262922385608256,8.727316992425369,6.602645556741087,9.397633715596541,8.823859320932865,9.562392045049268,8.738663343378418,7.057100717823463,8.812477592796116,9.475808276704155
Germany,6.35932626016525,6.8417243380733215,9.172011620906423,7.386581747265318,8.904267555052424,9.197405982244664,9.18391723539253,9.6854615094113,9.203605141145472,9.096910833583678,7.53536557353745,7.955963001034171,5.866427546197734,8.249331785313618,6.780134384897325,8.721762260155701,8.663121646925164,9.169722002556263,9.819380680657481,6.731048410285267,8.812477592796116,5.415370358009215,9.085779820760635
South Africa,9.102968167562029,9.10869295423024,9.050591132754473,9.117488188821472,9.365169964147436,9.30434424438695,9.589821467328948,9.289888803669317,9.064498891603789,9.511703431483827,8.995912602644472,8.775242003854563,9.124836294802854,8.776826807978985,9.070251756249094,9.478490175581644,8.987290691255991,8.974642088798813,9.352715418956837,9.176319778732577,9.475808276704155,9.085779820760635,6.029314609810495
