,Netherlands,United Kingdom,Malaysia,Russian,China,Philippines,Mexico,Australia,Singapore,Japan,Spain,Israel,Denmark,Kuwait,France,Canada,India,Brazil,New Zealand,Norway,USA,Germany,South Africa
Spain,1.0986122886681098,4.007333185232471,3.4965075614664802,3.4339872044851463,2.70805020110221,3.4965075614664802,3.4011973816621555,2.9444389791664403,3.295836866004329,3.4011973816621555,-inf,3.258096538021482,3.4011973816621555,3.4339872044851463,3.4011973816621555,3.4339872044851463,3.4011973816621555,3.4011973816621555,2.995732273553991,3.295836866004329,6.8658910748834385,3.295836866004329,2.772588722239781
Israel,3.1354942159291497,4.394449154672439,1.9459101490553132,1.6094379124341003,2.3978952727983707,1.9459101490553132,1.3862943611198906,3.8066624897703196,0.0,1.3862943611198906,3.258096538021482,-inf,1.3862943611198906,1.6094379124341003,1.3862943611198906,4.04305126783455,1.3862943611198906,1.3862943611198906,1.791759469228055,0.0,6.892641641172089,0.0,2.302585092994046
Denmark,3.295836866004329,4.442651256490317,1.0986122886681098,0.0,2.70805020110221,1.0986122886681098,-inf,3.8918202981106265,1.0986122886681098,-inf,3.4011973816621555,1.3862943611198906,-inf,0.0,-inf,4.110873864173311,-inf,-inf,2.302585092994046,1.0986122886681098,6.8966943316227125,1.0986122886681098,2.6390573296152584
Kuwait,3.332204510175204,4.454347296253507,0.6931471805599453,-inf,2.772588722239781,0.6931471805599453,0.0,3.912023005428146,1.3862943611198906,0.0,3.4339872044851463,1.6094379124341003,0.0,-inf,0.0,4.127134385045092,0.0,0.0,2.3978952727983707,1.3862943611198906,6.897704943128636,1.3862943611198906,2.70805020110221
France,3.295836866004329,4.442651256490317,1.0986122886681098,0.0,2.70805020110221,1.0986122886681098,-inf,3.8918202981106265,1.0986122886681098,-inf,3.4011973816621555,1.3862943611198906,-inf,0.0,-inf,4.110873864173311,-inf,-inf,2.302585092994046,1.0986122886681098,6.8966943316227125,1.0986122886681098,2.6390573296152584
Canada,3.5263605246161616,3.1780538303479458,4.1588830833596715,4.127134385045092,3.828641396489095,4.1588830833596715,4.110873864173311,2.4849066497880004,4.060443010546419,4.110873864173311,3.4339872044851463,4.04305126783455,4.110873864173311,4.127134385045092,4.110873864173311,-inf,4.110873864173311,4.110873864173311,3.9318256327243257,4.060443010546419,6.833031732786201,4.060443010546419,3.8501476017100584
India,3.295836866004329,4.442651256490317,1.0986122886681098,0.0,2.70805020110221,1.0986122886681098,-inf,3.8918202981106265,1.0986122886681098,-inf,3.4011973816621555,1.3862943611198906,-inf,0.0,-inf,4.110873864173311,-inf,-inf,2.302585092994046,1.0986122886681098,6.8966943316227125,1.0986122886681098,2.6390573296152584
Brazil,3.295836866004329,4.442651256490317,1.0986122886681098,0.0,2.70805020110221,1.0986122886681098,-inf,3.8918202981106265,1.0986122886681098,-inf,3.4011973816621555,1.3862943611198906,-inf,0.0,-inf,4.110873864173311,-inf,-inf,2.302585092994046,1.0986122886681098,6.8966943316227125,1.0986122886681098,2.6390573296152584
New Zealand,2.833213344056216,4.31748811353631,2.5649493574615367,2.3978952727983707,1.6094379124341003,2.5649493574615367,2.302585092994046,3.6635616461296463,1.9459101490553132,2.302585092994046,2.995732273553991,1.791759469228055,2.302585092994046,2.3978952727983707,2.302585092994046,3.9318256327243257,2.302585092994046,2.302585092994046,-inf,1.9459101490553132,6.88653164253051,1.9459101490553132,1.3862943611198906
Norway,3.1780538303479458,4.406719247264253,1.791759469228055,1.3862943611198906,2.4849066497880004,1.791759469228055,1.0986122886681098,3.828641396489095,-inf,1.0986122886681098,3.295836866004329,0.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,4.060443010546419,1.0986122886681098,1.0986122886681098,1.9459101490553132,-inf,6.893656354602635,-inf,2.3978952727983707
USA,6.8690144506657065,6.806829360392176,6.899723107284872,6.897704943128636,6.881411303642535,6.899723107284872,6.8966943316227125,6.84587987526405,6.893656354602635,6.8966943316227125,6.8658910748834385,6.892641641172089,6.8966943316227125,6.897704943128636,6.8966943316227125,6.833031732786201,6.8966943316227125,6.8966943316227125,6.88653164253051,6.893656354602635,-inf,6.893656354602635,6.882437470997847
Germany,3.1780538303479458,4.406719247264253,1.791759469228055,1.3862943611198906,2.4849066497880004,1.791759469228055,1.0986122886681098,3.828641396489095,-inf,1.0986122886681098,3.295836866004329,0.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,4.060443010546419,1.0986122886681098,1.0986122886681098,1.9459101490553132,-inf,6.893656354602635,-inf,2.3978952727983707
South Africa,2.5649493574615367,4.2626798770413155,2.833213344056216,2.70805020110221,0.0,2.833213344056216,2.6390573296152584,3.5553480614894135,2.3978952727983707,2.6390573296152584,2.772588722239781,2.302585092994046,2.6390573296152584,2.70805020110221,2.6390573296152584,3.8501476017100584,2.6390573296152584,2.6390573296152584,1.3862943611198906,2.3978952727983707,6.882437470997847,2.3978952727983707,-inf
