,Netherlands,United Kingdom,Malaysia,Russian,China,Philippines,Mexico,Australia,Singapore,Japan,Spain,Israel,Denmark,Kuwait,France,Canada,India,Brazil,New Zealand,Norway,USA,Germany,South Africa
Spain,-0.058964761834021724,-0.31392045993681855,-0.8658191915339951,-1.5741465967612671,-2.6533997136489407,-0.3256688192547902,-0.6043046253676444,-0.2620588439130974,-0.12698146176079012,0.6789960996479015,-inf,0.8960950331035042,0.22875408598838395,-0.4097729515562763,0.2508132195856989,-0.06649396564025553,-1.9354747823856908,-1.6871342080035356,-1.6844721480527907,-0.2991398575567302,0.5212414929720353,0.37299504309053044,-1.3090211761131367
Israel,0.41030483239295146,0.5419986767723477,1.054564242910857,0.8077397462977703,0.92442896563304,1.154381674959506,1.0974354150906556,0.5191219699165113,0.4506087403254654,-0.7378934880503297,0.8960950331035042,-inf,0.1764579762227256,1.1358496641915705,0.1526757083056625,0.4149853854454683,0.9533448249850365,0.817560672301565,0.8173428671495131,0.5356517690990052,-0.2667036673722425,-0.0020620956585852314,1.0006691821857117
Denmark,-1.1574299571335036,-0.6415880098206449,0.5174474416569158,0.04864595377161228,0.2832555192048968,0.6826306522172262,0.5897221040641575,-0.7183272852052625,-0.9774140806904783,-0.33566258507750096,0.22875408598838395,0.1764579762227256,-inf,0.6527593766611317,-3.5742246128263355,-1.135179855488853,0.3374635979173211,0.06951095245982493,0.06905070154809441,-0.6624682777100314,-0.8507738777416626,-1.6345287564330735,0.4233817561021142
Kuwait,0.47408338135306544,0.3324484979458267,-1.4143063551662896,-0.13813025175663088,-0.5219042305331115,-2.843125751038503,-2.1426227933910855,0.35995623899704127,0.4347332195595453,0.9691480797321458,-0.4097729515562763,1.1358496641915705,0.6527593766611317,-inf,0.6672502223364243,0.4696720180188098,-0.654993896521855,-0.163872757273884,-0.16329182457482777,0.34021995656612514,0.8535290291261131,0.7494698989147859,-0.93212377560272
France,-1.071979957573025,-0.5897012766019153,0.534020612843744,0.07500148078454001,0.3041567144665413,0.6966980243457237,0.6051485824278423,-0.6624156836693621,-0.9055485463038718,-0.3756726719960895,0.2508132195856989,0.1526757083056625,-3.5742246128263355,0.6672502223364243,-inf,-1.0515336626305192,0.35727279089262287,0.09532923325917014,0.09488071577966889,-0.6095152320784529,-0.9186757337313571,-1.7897189165724408,0.4415747870088598
Canada,-4.951692980685073,-1.584299418775663,0.30481594620279007,-0.3167892417748269,0.006061580445071121,0.5054388432806772,0.39347541615103476,-1.7945464412291998,-2.9019038819648535,0.03558776428645494,-0.06649396564025553,0.4149853854454683,-1.135179855488853,0.4696720180188098,-1.0515336626305192,-inf,0.0769835195871899,-0.2868564333855376,-0.28751379727750886,-1.6388005152240162,-0.2897527347941048,-0.6608570051205669,0.18710414695564193
India,0.08350964842164643,-0.1336081372836044,-1.2860832758504006,-1.045431764818879,-2.604443334187908,-0.548720379056736,-0.9110580214145039,-0.09012006687196326,0.024795743857525428,0.7496470082740967,-1.9354747823856908,0.9533448249850365,0.3374635979173211,-0.654993896521855,0.35727279089262287,0.0769835195871899,-inf,-1.110467913681997,-1.1089715813347616,-0.12125119640430754,0.6034811304962691,0.4677716759149889,-2.0736298463445384
Brazil,-0.2774797443096927,-0.6060010378182941,-0.5012782635335222,-3.810585635251848,-1.3646874644578422,-0.0975099102382767,-0.3126534624969764,-0.5371410796628577,-0.3628354193321336,0.580453214655957,-1.6871342080035356,0.817560672301565,0.06951095245982493,-0.163872757273884,0.09532923325917014,-0.2868564333855376,-1.110467913681997,-inf,-7.61445792107651,-0.5862559085077325,0.40484364503998876,0.23667405184348053,-0.7871647843007556
New Zealand,-0.2781309711150958,-0.6069056496591206,-0.5004642932263502,-3.833121995397253,-1.362758428933767,-0.0969662683622879,-0.3119793688565597,-0.5379854708528252,-0.36354469387178506,0.5801771217387759,-1.6844721480527907,0.8173428671495131,0.06905070154809441,-0.16329182457482777,0.09488071577966889,-0.28751379727750886,-1.1089715813347616,-7.61445792107651,-inf,-0.5871428260108666,0.404514541129158,0.23628466501307585,-0.7860815833587277
Norway,-1.603037016944677,-4.520960663863754,0.15028247309581313,-0.6268513013560019,-0.20841858398299726,0.38083081280064046,0.2530207409233691,-3.5751922616497382,-1.9711663466298721,0.20737300418241036,-0.2991398575567302,0.5356517690990052,-0.6624682777100314,0.34021995656612514,-0.6095152320784529,-1.6388005152240162,-0.12125119640430754,-0.5862559085077325,-0.5871428260108666,-inf,-0.05904805550047554,-0.3416154269789053,0.011473918119261363
USA,-0.29924576429883426,-0.04757386635959891,0.7442318265819394,0.3899675610814075,0.562200216278759,0.8780327171300214,0.8022578113877582,-0.08921223929311031,-0.2189434192311105,-1.2455590560941543,0.5212414929720353,-0.2667036673722425,-0.8507738777416626,0.8535290291261131,-0.9186757337313571,-0.2897527347941048,0.6034811304962691,0.40484364503998876,0.404514541129158,-0.05904805550047554,-inf,-1.4608453790962288,0.6699816516834899
Germany,-0.6746450986063508,-0.3264228924522031,0.6274260478795896,0.21904946436574815,0.42034621252775256,0.7766246367255043,0.6924126243395705,-0.38182954472922015,-0.5597933051906782,-0.6542726657879473,0.37299504309053044,-0.0020620956585852314,-1.6345287564330735,0.7494698989147859,-1.7897189165724408,-0.6608570051205669,0.4677716759149889,0.23667405184348053,0.23628466501307585,-0.3416154269789053,-1.4608453790962288,-inf,0.5435801495789527
South Africa,0.19295175631901687,0.0006612093529078767,-1.8929787051676272,-0.7396758836611455,-1.6110749266109576,-0.7941616362550405,-1.286014756657917,0.03878796183762876,0.1404871506524044,0.8073600471848448,-1.3090211761131367,1.0006691821857117,0.4233817561021142,-0.93212377560272,0.4415747870088598,0.18710414695564193,-2.0736298463445384,-0.7871647843007556,-0.7860815833587277,0.011473918119261363,0.6699816516834899,0.5435801495789527,-inf
